geneid	genesymbol	genename	imageseriesid	plane	entrezgeneid	ncbiaccessionnumber
11579	Apex1	apurinic/apyrimidinic endonuclease 1	69526749	sagittal	11792	NM_009687
11580	Atg5	autophagy-related 5 (yeast)	68076556	sagittal	11793	NM_053069
11583	Birc3	baculoviral IAP repeat-containing 3	75694726	sagittal	11796	NM_007464
11584	Birc2	baculoviral IAP repeat-containing 2	69529304	sagittal	11797	NM_007465
11584	Birc2	baculoviral IAP repeat-containing 2	70918874	sagittal	11797	TC1556217
11585	Birc4	baculoviral IAP repeat-containing 4	69529310	sagittal	11798	NM_009688
11586	Birc5	baculoviral IAP repeat-containing 5	633663	sagittal	11799	NM_009689
11587	Api5	apoptosis inhibitor 5	68443104	sagittal	11800	NM_007466
11588	Cd5l	CD5 antigen-like	633687	sagittal	11801	NM_009690
11590	Aplp1	amyloid beta (A4) precursor-like protein 1	69015613	sagittal	11803	NM_007467
11591	Aplp2	amyloid beta (A4) precursor-like protein 2	68799083	sagittal	11804	NM_009691
11593	Apoa1	apolipoprotein A-I	75826649	sagittal	11806	NM_009692
11594	Apoa2	apolipoprotein A-II	68632190	sagittal	11807	NM_013474
11595	Apoa4	apolipoprotein A-IV	68341298	sagittal	11808	NM_007468
11598	Apobec2	apolipoprotein B editing complex 2	71656091	sagittal	11811	NM_009694
11599	Apoc1	apolipoprotein C-I	68910959	sagittal	11812	NM_007469
11600	Apoc2	apolipoprotein C-II	68632196	sagittal	11813	NM_009695
11601	Apoc3	apolipoprotein C-III	68341985	sagittal	11814	NM_023114
11603	Apoe	apolipoprotein E	67936406	sagittal	11816	NM_009696
11603	Apoe	apolipoprotein E	77620395	sagittal	11816	NM_009696
11603	Apoe	apolipoprotein E	79490110	coronal	11816	NM_009696
11605	Apoh	apolipoprotein H	671239	sagittal	11818	NM_013475
11606	Nr2f2	nuclear receptor subfamily 2, group F, member 2	724	sagittal	11819	NM_009697
11606	Nr2f2	nuclear receptor subfamily 2, group F, member 2	725	coronal	11819	NM_009697
11606	Nr2f2	nuclear receptor subfamily 2, group F, member 2	79591597	coronal	11819	NM_183261
11606	Nr2f2	nuclear receptor subfamily 2, group F, member 2	79913025	sagittal	11819	NM_183261
11607	App	amyloid beta (A4) precursor protein	105	sagittal	11820	NM_007471
11607	App	amyloid beta (A4) precursor protein	107	sagittal	11820	NM_007471
11607	App	amyloid beta (A4) precursor protein	79591705	coronal	11820	NM_007471
11608	Aprt	adenine phosphoribosyl transferase	633282	sagittal	11821	NM_009698
11613	Aqp1	aquaporin 1	79534912	sagittal	11826	NM_007472
11614	Aqp2	aquaporin 2	104598	sagittal	11827	NM_009699
11614	Aqp2	aquaporin 2	121093	coronal	11827	NM_009699
11615	Aqp3	aquaporin 3	248558	sagittal	11828	NM_016689
11615	Aqp3	aquaporin 3	293692	coronal	11828	NM_016689
11616	Aqp4	aquaporin 4	109	sagittal	11829	NM_009700
11616	Aqp4	aquaporin 4	77454660	sagittal	11829	NM_009700
11616	Aqp4	aquaporin 4	79556722	coronal	11829	NM_009700
11617	Aqp5	aquaporin 5	71280556	sagittal	11830	NM_009701
11619	Aqp7	aquaporin 7	68632703	sagittal	11832	NM_007473
11620	Aqp8	aquaporin 8	2036	sagittal	11833	NM_007474
11620	Aqp8	aquaporin 8	77454616	sagittal	11833	NM_007474
11621	Aqr	aquarius	70528240	sagittal	11834	NM_009702
11622	Ar	androgen receptor	2039	coronal	11835	NM_013476
11622	Ar	androgen receptor	2040	sagittal	11835	NM_013476
11623	Araf	v-raf murine sarcoma 3611 viral oncogene homolog	130514	sagittal	11836	NM_009703
11624	Arbp	acidic ribosomal phosphoprotein P0	68795446	sagittal	11837	NM_007475
11624	Arbp	acidic ribosomal phosphoprotein P0	74047927	coronal	11837	NM_007475
11625	Arc	activity regulated cytoskeletal-associated protein	71612182	sagittal	11838	NM_018790
11625	Arc	activity regulated cytoskeletal-associated protein	74273120	coronal	11838	NM_018790
11626	Areg	amphiregulin	104610	sagittal	11839	NM_009704
11627	Arf1	ADP-ribosylation factor 1	130518	sagittal	11840	NM_007476
11627	Arf1	ADP-ribosylation factor 1	199390	coronal	11840	NM_007476
11627	Arf1	ADP-ribosylation factor 1	77414125	coronal	11840	NM_007476
11627	Arf1	ADP-ribosylation factor 1	77620391	sagittal	11840	NM_007476
11628	Arf2	ADP-ribosylation factor 2	70717993	sagittal	11841	NM_007477
11629	Arf3	ADP-ribosylation factor 3	110	coronal	11842	NM_007478
11629	Arf3	ADP-ribosylation factor 3	111	sagittal	11842	NM_007478
11629	Arf3	ADP-ribosylation factor 3	112	sagittal	11842	NM_007478
11629	Arf3	ADP-ribosylation factor 3	655120	coronal	11842	NM_007478
11630	Arf4	ADP-ribosylation factor 4	69526785	sagittal	11843	NM_007479
11631	Arf5	ADP-ribosylation factor 5	69526791	sagittal	11844	NM_007480
11632	Arf6	ADP-ribosylation factor 6	67979033	sagittal	11845	NM_007481
11633	Arg1	arginase 1, liver	68301276	sagittal	11846	NM_007482
11634	Arg2	arginase type II	70928338	coronal	11847	NM_009705
11634	Arg2	arginase type II	76135481	sagittal	11847	NM_009705
11635	Rhoa	ras homolog gene family, member A	73606534	sagittal	11848	NM_016802
11639	Rhob	ras homolog gene family, member B	70429393	sagittal	11852	NM_007483
11640	Rhoc	ras homolog gene family, member C	68191354	sagittal	11853	NM_007484
11641	Rhod	ras homolog gene family, member D	68797930	sagittal	11854	NM_007485
11642	Arhgap5	Rho GTPase activating protein 5	113	coronal	11855	NM_009706
11642	Arhgap5	Rho GTPase activating protein 5	114	sagittal	11855	NM_009706
11642	Arhgap5	Rho GTPase activating protein 5	115	sagittal	11855	NM_009706
11643	Arhgap6	Rho GTPase activating protein 6	71487025	sagittal	11856	NM_009707
11644	Arhgdib	Rho, GDP dissociation inhibitor (GDI) beta	68443369	sagittal	11857	NM_007486
11645	Rnd2	Rho family GTPase 2	70919442	sagittal	11858	TC1561123
11645	Rnd2	Rho family GTPase 2	71570745	sagittal	11858	NM_009708
11645	Rnd2	Rho family GTPase 2	73512201	coronal	11858	TC1561123
11646	Phox2a	paired-like homeobox 2a	73818803	sagittal	11859	NM_008887
11650	Arnt	aryl hydrocarbon receptor nuclear translocator	79544892	sagittal	11863	NM_009709
11651	Arnt2	aryl hydrocarbon receptor nuclear translocator 2	68843841	sagittal	11864	NM_007488
11651	Arnt2	aryl hydrocarbon receptor nuclear translocator 2	71358590	coronal	11864	NM_007488
11652	Arntl	aryl hydrocarbon receptor nuclear translocator-like	79556656	coronal	11865	NM_007489
11652	Arntl	aryl hydrocarbon receptor nuclear translocator-like	79632262	sagittal	11865	NM_007489
11654	Arpc1b	actin related protein 2/3 complex, subunit 1B	67979031	sagittal	11867	NM_023142
11654	Arpc1b	actin related protein 2/3 complex, subunit 1B	77791996	sagittal	11867	NM_023142
11657	Art1	ADP-ribosyltransferase 1	68798364	sagittal	11870	NM_009710
11658	Art2a	ADP-ribosyltransferase 2a	71892370	sagittal	11871	NM_007490
11659	Art2b	ADP-ribosyltransferase 2b	70724577	sagittal	11872	NM_019915
11662	Art5	ADP-ribosyltransferase 5	76003457	sagittal	11875	NM_007491
11663	Artn	artemin	71495819	sagittal	11876	NM_009711
11664	Arvcf	armadillo repeat gene deleted in velo-cardio-facial syndrome	75214941	sagittal	11877	NM_033474
11665	Arx	aristaless related homeobox gene (Drosophila)	118	coronal	11878	NM_007492
11665	Arx	aristaless related homeobox gene (Drosophila)	119	sagittal	11878	NM_007492
11668	Arsb	arylsulfatase B	75988287	sagittal	11881	NM_009712
11670	Arsa	arylsulfatase A	71608220	sagittal	11883	NM_009713
11670	Arsa	arylsulfatase A	75749415	coronal	11883	NM_009713
11673	Asah1	N-acylsphingosine amidohydrolase 1	413772	sagittal	11886	NM_019734
11676	Asgr1	asialoglycoprotein receptor 1	2047	coronal	11889	NM_009714
11676	Asgr1	asialoglycoprotein receptor 1	2048	sagittal	11889	NM_009714
11677	Asgr2	asialoglycoprotein receptor 2	68203464	sagittal	11890	NM_007493
11678	Rab27a	RAB27A, member RAS oncogene family	68076980	sagittal	11891	NM_023635
11686	Astn1	astrotactin 1	71570735	sagittal	11899	NM_007495
11692	Serpinc1	serine (or cysteine) peptidase inhibitor, clade C (antithrombin), member 1	68498433	sagittal	11905	NM_080844
11693	Atbf1	AT motif binding factor 1	71283638	sagittal	11906	NM_007496
11693	Atbf1	AT motif binding factor 1	74641308	coronal	11906	NM_007496
11694	Ate1	arginine-tRNA-protein transferase 1	69549622	sagittal	11907	NM_013799
11695	Atf1	activating transcription factor 1	71724810	sagittal	11908	NM_007497
11696	Atf2	activating transcription factor 2	68845807	sagittal	11909	NM_009715
11697	Atf3	activating transcription factor 3	68341836	sagittal	11910	NM_007498
11697	Atf3	activating transcription factor 3	70814344	coronal	11910	NM_007498
11698	Atf4	activating transcription factor 4	69288650	sagittal	11911	NM_009716
11706	Atm	ataxia telangiectasia mutated homolog (human)	1329	coronal	11920	NM_007499
11706	Atm	ataxia telangiectasia mutated homolog (human)	1330	sagittal	11920	NM_007499
11707	Atoh1	atonal homolog 1 (Drosophila)	75826683	sagittal	11921	NM_007500
11708	Neurod6	neurogenic differentiation 6	698	coronal	11922	NM_009717
11708	Neurod6	neurogenic differentiation 6	79544834	sagittal	11922	NM_009717
11709	Neurod4	neurogenic differentiation 4	77455008	sagittal	11923	NM_007501
11710	Neurog2	neurogenin 2	74579503	sagittal	11924	NM_009718
11711	Neurog3	neurogenin 3	77464994	sagittal	11925	NM_009719
11713	Atox1	ATX1 (antioxidant protein 1) homolog 1 (yeast)	68744498	sagittal	11927	NM_009720
11714	Atp1a1	ATPase, Na+/K+ transporting, alpha 1 polypeptide	68157413	sagittal	11928	NM_144900
11714	Atp1a1	ATPase, Na+/K+ transporting, alpha 1 polypeptide	71836844	coronal	11928	NM_144900
11717	Atp1b1	ATPase, Na+/K+ transporting, beta 1 polypeptide	68546368	sagittal	11931	NM_009721
11717	Atp1b1	ATPase, Na+/K+ transporting, beta 1 polypeptide	70919203	sagittal	11931	TC1554195
11718	Atp1b2	ATPase, Na+/K+ transporting, beta 2 polypeptide	68744958	sagittal	11932	NM_013415
11718	Atp1b2	ATPase, Na+/K+ transporting, beta 2 polypeptide	74819255	coronal	11932	NM_013415
11719	Atp1b3	ATPase, Na+/K+ transporting, beta 3 polypeptide	69526952	sagittal	11933	NM_007502
11722	Fxyd2	FXYD domain-containing ion transport regulator 2	68666684	sagittal	11936	NM_007503
11723	Atp2a1	ATPase, Ca++ transporting, cardiac muscle, fast twitch 1	532675	sagittal	11937	NM_007504
11724	Atp2a2	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	69526958	sagittal	11938	NM_009722
11724	Atp2a2	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	74881549	coronal	11938	NM_009722
11727	Atp2b2	ATPase, Ca++ transporting, plasma membrane 2	70724583	sagittal	11941	NM_009723
11730	Atp4a	ATPase, H+/K+ exchanging, gastric, alpha polypeptide	70528258	sagittal	11944	NM_018731
11731	Atp4b	ATPase, H+/K+ exchanging, beta polypeptide	70719009	sagittal	11945	NM_009724
11732	Atp5a1	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit, isoform 1	1579	coronal	11946	NM_007505
11732	Atp5a1	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit, isoform 1	1580	sagittal	11946	NM_007505
11733	Atp5b	ATP synthase, H+ transporting mitochondrial F1 complex, beta subunit	70528264	sagittal	11947	NM_016774
11735	Atp5c1	ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1	73513447	sagittal	11949	NM_020615
11736	Atp5f1	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit b, isoform 1	69113524	sagittal	11950	NM_009725
11737	Atp5g1	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit c (subunit 9), isoform 1	73513453	sagittal	11951	NM_007506
11743	Atp5j	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F	124	coronal	11957	NM_016755
11743	Atp5j	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F	125	sagittal	11957	NM_016755
11744	Atp5k	ATP synthase, H+ transporting, mitochondrial F1F0 complex, subunit e	74426449	sagittal	11958	NM_007507
11750	Atp6v1a	ATPase, H+ transporting, lysosomal V1 subunit A	68546392	sagittal	11964	NM_007508
11750	Atp6v1a	ATPase, H+ transporting, lysosomal V1 subunit A	74641315	coronal	11964	NM_007508
11752	Atp6v1b2	ATPase, H+ transporting, lysosomal V1 subunit B2	129	coronal	11966	NM_007509
11752	Atp6v1b2	ATPase, H+ transporting, lysosomal V1 subunit B2	130	sagittal	11966	NM_007509
11758	Atp6v0d1	ATPase, H+ transporting, lysosomal V0 subunit D1	564647	sagittal	11972	NM_013477
11759	Atp6v1e1	VATPase, H+ transporting, lysosomal V1 subunit E1	655501	coronal	11973	NM_007510
11759	Atp6v1e1	VATPase, H+ transporting, lysosomal V1 subunit E1	67979021	sagittal	11973	NM_007510
11760	Atp6v0e	ATPase, H+ transporting, lysosomal V0 subunit E	68196930	sagittal	11974	NM_025272
11761	Atp6v0a1	ATPase, H+ transporting, lysosomal V0 subunit A1	126	coronal	11975	NM_016920
11761	Atp6v0a1	ATPase, H+ transporting, lysosomal V0 subunit A1	127	sagittal	11975	NM_016920
11761	Atp6v0a1	ATPase, H+ transporting, lysosomal V0 subunit A1	128	sagittal	11975	NM_016920
11761	Atp6v0a1	ATPase, H+ transporting, lysosomal V0 subunit A1	71210271	sagittal	11975	Mm.43977
11763	Atp7a	ATPase, Cu++ transporting, alpha polypeptide	69526982	sagittal	11977	NM_009726
11765	Atp7b	ATPase, Cu++ transporting, beta polypeptide	69526988	sagittal	11979	NM_007511
11766	Atp8a1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	69526994	sagittal	11980	NM_009727
11766	Atp8a1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	74881560	coronal	11980	NM_009727
11767	Atp9a	ATPase, class II, type 9A	69838745	sagittal	11981	NM_015731
11768	Atp10a	ATPase, class V, type 10A	69526934	sagittal	11982	NM_009728
11768	Atp10a	ATPase, class V, type 10A	72128790	coronal	11982	NM_009728
11769	Atpif1	ATPase inhibitory factor 1	67978746	sagittal	11983	NM_007512
11769	Atpif1	ATPase inhibitory factor 1	75774682	coronal	11983	NM_007512
11770	Atp6v0c	ATPase, H+ transporting, lysosomal V0 subunit C	69526976	sagittal	11984	NM_009729
11770	Atp6v0c	ATPase, H+ transporting, lysosomal V0 subunit C	74881559	coronal	11984	NM_009729
11773	Slc7a1	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1	69874036	sagittal	11987	NM_007513
11774	Slc7a2	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	71570750	sagittal	11988	NM_007514
11775	Slc7a3	solute carrier family 7 (cationic amino acid transporter, y+ system), member 3	71656134	sagittal	11989	NM_007515
11775	Slc7a3	solute carrier family 7 (cationic amino acid transporter, y+ system), member 3	73817929	coronal	11989	NM_007515
11776	Atrn	attractin	69527012	sagittal	11990	NM_009730
11777	Hnrpd	heterogeneous nuclear ribonucleoprotein D	68301939	sagittal	11991	NM_007516
11778	Auh	AU RNA binding protein/enoyl-coenzyme A hydratase	71764059	sagittal	11992	NM_016709
11779	Aup1	ancient ubiquitous protein	68300950	sagittal	11993	NM_007517
11780	Pcdh15	protocadherin 15	69782784	sagittal	11994	NM_023115
11783	Akr1b7	aldo-keto reductase family 1, member B7	69526528	sagittal	11997	NM_009731
11784	Avp	arginine vasopressin	131	coronal	11998	NM_009732
11784	Avp	arginine vasopressin	132	sagittal	11998	NM_009732
11784	Avp	arginine vasopressin	78153149	sagittal	11998	NM_009732
11784	Avp	arginine vasopressin	78153152	sagittal	11998	NM_009732
11786	Avpr2	arginine vasopressin receptor 2	74509500	sagittal	12000	NM_019404
11791	Axin1	axin 1	2053	coronal	12005	NM_009733
11791	Axin1	axin 1	2054	sagittal	12005	NM_009733
11792	Axin2	axin2	69838361	sagittal	12006	NM_015732
11792	Axin2	axin2	74819487	coronal	12006	NM_015732
11793	Azgp1	alpha-2-glycoprotein 1, zinc	69028617	sagittal	12007	NM_013478
11795	Azi1	5-azacytidine induced gene 1	72472487	sagittal	12009	NM_009734
11796	B2m	beta-2 microglobulin	70305443	sagittal	12010	NM_009735
11796	B2m	beta-2 microglobulin	71924291	coronal	12010	NM_009735
11798	Baat	bile acid-Coenzyme A: amino acid N-acyltransferase	68301288	sagittal	12012	NM_007519
11799	Bach1	BTB and CNC homology 1	77455015	sagittal	12013	NM_007520
11800	Bach2	BTB and CNC homology 2	69816488	sagittal	12014	NM_007521
11801	Bad	Bcl-associated death promoter	69528052	sagittal	12015	NM_007522
11801	Bad	Bcl-associated death promoter	74881790	coronal	12015	NM_007522
11803	Bag1	Bcl2-associated athanogene 1	69134523	sagittal	12017	NM_009736
11803	Bag1	Bcl2-associated athanogene 1	75043147	coronal	12017	NM_009736
11804	Bak1	BCL2-antagonist/killer 1	75831757	sagittal	12018	NM_007523
11807	Bard1	BRCA1 associated RING domain 1	75197486	sagittal	12021	NM_007525
11808	Barx1	BarH-like homeobox 1	71283687	sagittal	12022	NM_007526
11809	Barx2	BarH-like homeobox 2	2057	coronal	12023	NM_013800
11809	Barx2	BarH-like homeobox 2	2058	sagittal	12023	NM_013800
11814	Bax	Bcl2-associated X protein	71616139	sagittal	12028	NM_007527
11815	Bcl6b	B-cell CLL/lymphoma 6, member B	69288704	sagittal	12029	NM_007528
11818	Bcan	brevican	154	coronal	12032	NM_007529
11818	Bcan	brevican	155	sagittal	12032	NM_007529
11818	Bcan	brevican	156	sagittal	12032	NM_007529
11819	Bcap29	B-cell receptor-associated protein 29	72739	sagittal	12033	NM_007530
11819	Bcap29	B-cell receptor-associated protein 29	104826	coronal	12033	NM_007530
11820	Phb2	prohibitin 2	69529250	sagittal	12034	NM_007531
11821	Bcat1	branched chain aminotransferase 1, cytosolic	68667916	sagittal	12035	NM_007532
11821	Bcat1	branched chain aminotransferase 1, cytosolic	71016665	coronal	12035	NM_007532
11822	Bcat2	branched chain aminotransferase 2, mitochondrial	68341310	sagittal	12036	NM_009737
11824	Bche	butyrylcholinesterase	69529268	sagittal	12038	NM_009738
11824	Bche	butyrylcholinesterase	74881889	coronal	12038	NM_009738
11825	Bckdha	branched chain ketoacid dehydrogenase E1, alpha polypeptide	68443080	sagittal	12039	NM_007533
11826	Bckdhb	branched chain ketoacid dehydrogenase E1, beta polypeptide	68744176	sagittal	12040	NM_199195
11826	Bckdhb	branched chain ketoacid dehydrogenase E1, beta polypeptide	71836890	coronal	12040	NM_199195
11827	Bckdk	branched chain ketoacid dehydrogenase kinase	68745347	sagittal	12041	NM_009739
11828	Bcl10	B-cell leukemia/lymphoma 10	75861854	sagittal	12042	NM_009740
11829	Bcl2	B-cell leukemia/lymphoma 2	69529274	sagittal	12043	NM_009741
11830	Bcl2a1a	B-cell leukemia/lymphoma 2 related protein A1a	76080983	sagittal	12044	NM_009742
11831	Bcl2a1b	B-cell leukemia/lymphoma 2 related protein A1b	68523282	sagittal	12045	NM_007534
11833	Bcl2a1d	B-cell leukemia/lymphoma 2 related protein A1d	71764071	sagittal	12047	NM_007536
11833	Bcl2a1d	B-cell leukemia/lymphoma 2 related protein A1d	77904713	sagittal	12047	NM_007536
11834	Bcl2l1	Bcl2-like 1	69529280	sagittal	12048	NM_009743
11835	Bcl2l10	Bcl2-like 10	68667449	sagittal	12049	NM_013479
11836	Bcl2l2	Bcl2-like 2	67765710	sagittal	12050	NM_007537
11837	Bcl3	B-cell leukemia/lymphoma 3	75934929	sagittal	12051	NM_033601
11839	Bcl6	B-cell leukemia/lymphoma 6	68745474	sagittal	12053	NM_009744
11839	Bcl6	B-cell leukemia/lymphoma 6	75651139	coronal	12053	NM_009744
11840	Bcl7b	B-cell CLL/lymphoma 7B	1601	coronal	12054	NM_009745
11840	Bcl7b	B-cell CLL/lymphoma 7B	1602	sagittal	12054	NM_009745
11840	Bcl7b	B-cell CLL/lymphoma 7B	564649	sagittal	12054	NM_009745
