"gene name","gene symbol","entrez"
"calcium channel, voltage-dependent, N type, alpha 1B subunit","CACNA1B",774
"calcium channel, voltage-dependent, L type, alpha 1C subunit","CACNA1C",775
"calcium channel, voltage-dependent, L type, alpha 1D subunit","CACNA1D",776
"calcium channel, voltage-dependent, R type, alpha 1E subunit","CACNA1E",777
"calcium channel, voltage-dependent, L type, alpha 1F subunit","CACNA1F",778
"calcium channel, voltage-dependent, L type, alpha 1S subunit","CACNA1S",779
"discoidin domain receptor tyrosine kinase 1","DDR1",780
"calcium channel, voltage-dependent, alpha 2/delta subunit 1","CACNA2D1",781
"calcium channel, voltage-dependent, beta 1 subunit","CACNB1",782
"calcium channel, voltage-dependent, beta 2 subunit","CACNB2",783
"calcium channel, voltage-dependent, beta 3 subunit","CACNB3",784
"calcium channel, voltage-dependent, beta 4 subunit","CACNB4",785
"calcium channel, voltage-dependent, gamma subunit 1","CACNG1",786
"solute carrier family 25 (carnitine/acylcarnitine translocase), member 20","SLC25A20",788
"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase","CAD",790
"calbindin 1, 28kDa","CALB1",793
"calbindin 2","CALB2",794
"S100 calcium binding protein G","S100G",795
"calcitonin-related polypeptide alpha","CALCA",796
"calcitonin-related polypeptide beta","CALCB",797
"calcitonin receptor","CALCR",799
"caldesmon 1","CALD1",800
"calmodulin 1 (phosphorylase kinase, delta)","CALM1",801
"calmodulin 2 (phosphorylase kinase, delta)","CALM2",805
"calmodulin 3 (phosphorylase kinase, delta)","CALM3",808
"calmodulin-like 3","CALML3",810
"calreticulin","CALR",811
"calumenin","CALU",813
"calcium/calmodulin-dependent protein kinase IV","CAMK4",814
"calcium/calmodulin-dependent protein kinase II alpha","CAMK2A",815
"calcium/calmodulin-dependent protein kinase II beta","CAMK2B",816
"calcium/calmodulin-dependent protein kinase II delta","CAMK2D",817
"calcium/calmodulin-dependent protein kinase II gamma","CAMK2G",818
"calcium modulating ligand","CAMLG",819
"cathelicidin antimicrobial peptide","CAMP",820
"calnexin","CANX",821
"capping protein (actin filament), gelsolin-like","CAPG",822
"calpain 1, (mu/I) large subunit","CAPN1",823
"calpain 2, (m/II) large subunit","CAPN2",824
"calpain 3, (p94)","CAPN3",825
"calpain, small subunit 1","CAPNS1",826
"calpain 6","CAPN6",827
"calcyphosine","CAPS",828
"capping protein (actin filament) muscle Z-line, alpha 1","CAPZA1",829
"capping protein (actin filament) muscle Z-line, alpha 2","CAPZA2",830
"calpastatin","CAST",831
"capping protein (actin filament) muscle Z-line, beta","CAPZB",832
"cysteinyl-tRNA synthetase","CARS",833
"caspase 1, apoptosis-related cysteine peptidase","CASP1",834
"caspase 2, apoptosis-related cysteine peptidase","CASP2",835
"caspase 3, apoptosis-related cysteine peptidase","CASP3",836
"caspase 4, apoptosis-related cysteine peptidase","CASP4",837
"caspase 5, apoptosis-related cysteine peptidase","CASP5",838
"caspase 6, apoptosis-related cysteine peptidase","CASP6",839
"caspase 7, apoptosis-related cysteine peptidase","CASP7",840
"caspase 8, apoptosis-related cysteine peptidase","CASP8",841
"caspase 9, apoptosis-related cysteine peptidase","CASP9",842
"caspase 10, apoptosis-related cysteine peptidase","CASP10",843
"calsequestrin 1 (fast-twitch, skeletal muscle)","CASQ1",844
"calsequestrin 2 (cardiac muscle)","CASQ2",845
"calcium-sensing receptor","CASR",846
"catalase","CAT",847
"caveolin 1, caveolae protein, 22kDa","CAV1",857
"caveolin 2","CAV2",858
"caveolin 3","CAV3",859
"runt-related transcription factor 2","RUNX2",860
"runt-related transcription factor 1","RUNX1",861
"runt-related transcription factor 1; translocated to, 1 (cyclin D-related)","RUNX1T1",862
"core-binding factor, runt domain, alpha subunit 2; translocated to, 3","CBFA2T3",863
"runt-related transcription factor 3","RUNX3",864
"core-binding factor, beta subunit","CBFB",865
"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 6","SERPINA6",866
"Cbl proto-oncogene, E3 ubiquitin protein ligase","CBL",867
"Cbl proto-oncogene, E3 ubiquitin protein ligase B","CBLB",868
"cerebellin 1 precursor","CBLN1",869
"serpin peptidase inhibitor, clade H (heat shock protein 47), member 1, (collagen binding protein 1)","SERPINH1",871
"carbonyl reductase 1","CBR1",873
"carbonyl reductase 3","CBR3",874
"cystathionine-beta-synthase","CBS",875
"calicin","CCIN",881
"cysteine conjugate-beta lyase, cytoplasmic","CCBL1",883
"cholecystokinin","CCK",885
"cholecystokinin A receptor","CCKAR",886
"cholecystokinin B receptor","CCKBR",887
"KRIT1, ankyrin repeat containing","KRIT1",889
"cyclin A2","CCNA2",890
"cyclin B1","CCNB1",891
"cyclin C","CCNC",892
"cyclin D2","CCND2",894
"cyclin D3","CCND3",896
"cyclin E1","CCNE1",898
"cyclin F","CCNF",899
"cyclin G1","CCNG1",900
"cyclin G2","CCNG2",901
"cyclin H","CCNH",902
"cyclin T1","CCNT1",904
"cyclin T2","CCNT2",905
"chaperonin containing TCP1, subunit 6A (zeta 1)","CCT6A",908
"CD1a molecule","CD1A",909
"CD1b molecule","CD1B",910
"CD1c molecule","CD1C",911
"CD1d molecule","CD1D",912
"CD1e molecule","CD1E",913
"CD2 molecule","CD2",914
"CD3d molecule, delta (CD3-TCR complex)","CD3D",915
"CD3e molecule, epsilon (CD3-TCR complex)","CD3E",916
"CD3g molecule, gamma (CD3-TCR complex)","CD3G",917
"CD247 molecule","CD247",919
"CD4 molecule","CD4",920
"CD5 molecule","CD5",921
"CD5 molecule-like","CD5L",922
"CD6 molecule","CD6",923
"CD7 molecule","CD7",924
"CD8a molecule","CD8A",925
"CD8b molecule","CD8B",926
"CD9 molecule","CD9",928
"CD14 molecule","CD14",929
"CD19 molecule","CD19",930
"membrane-spanning 4-domains, subfamily A, member 1","MS4A1",931
"membrane-spanning 4-domains, subfamily A, member 3 (hematopoietic cell-specific)","MS4A3",932
"CD22 molecule","CD22",933
"CD24 molecule","CD24",1.00134e+08
"CD27 molecule","CD27",939
"CD28 molecule","CD28",940
"CD80 molecule","CD80",941
"CD86 molecule","CD86",942
"tumor necrosis factor receptor superfamily, member 8","TNFRSF8",943
"tumor necrosis factor (ligand) superfamily, member 8","TNFSF8",944
"CD33 molecule","CD33",945
"sialic acid binding Ig-like lectin 6","SIGLEC6",946
"CD34 molecule","CD34",947
"CD36 molecule (thrombospondin receptor)","CD36",948
"scavenger receptor class B, member 1","SCARB1",949
"scavenger receptor class B, member 2","SCARB2",950
"CD37 molecule","CD37",951
"CD38 molecule","CD38",952
"ectonucleoside triphosphate diphosphohydrolase 1","ENTPD1",953
"ectonucleoside triphosphate diphosphohydrolase 2","ENTPD2",954
"ectonucleoside triphosphate diphosphohydrolase 6 (putative)","ENTPD6",955
"ectonucleoside triphosphate diphosphohydrolase 3","ENTPD3",956
"ectonucleoside triphosphate diphosphohydrolase 5","ENTPD5",957
"CD40 molecule, TNF receptor superfamily member 5","CD40",958
"CD40 ligand","CD40LG",959
"CD44 molecule (Indian blood group)","CD44",960
"CD47 molecule","CD47",961
"CD48 molecule","CD48",962
"CD53 molecule","CD53",963
"CD58 molecule","CD58",965
"CD59 molecule, complement regulatory protein","CD59",966
"CD63 molecule","CD63",967
"CD68 molecule","CD68",968
"CD69 molecule","CD69",969
"CD70 molecule","CD70",970
"CD72 molecule","CD72",971
"CD74 molecule, major histocompatibility complex, class II invariant chain","CD74",972
"CD79a molecule, immunoglobulin-associated alpha","CD79A",973
"CD79b molecule, immunoglobulin-associated beta","CD79B",974
"CD81 molecule","CD81",975
"CD97 molecule","CD97",976
"CD151 molecule (Raph blood group)","CD151",977
"cytidine deaminase","CDA",978
"cyclin-dependent kinase 1","CDK1",983
"cyclin-dependent kinase 11B","CDK11B",984
"LPS-responsive vesicle trafficking, beach and anchor containing","LRBA",987
"CDC5 cell division cycle 5-like (S. pombe)","CDC5L",988
"septin 7","SEPT7",989
"cell division cycle 6 homolog (S. cerevisiae)","CDC6",990
"cell division cycle 20 homolog (S. cerevisiae)","CDC20",991
"cell division cycle 25 homolog A (S. pombe)","CDC25A",993
"cell division cycle 25 homolog B (S. pombe)","CDC25B",994
"cell division cycle 25 homolog C (S. pombe)","CDC25C",995
"cell division cycle 27 homolog (S. cerevisiae)","CDC27",996
"cell division cycle 34 homolog (S. cerevisiae)","CDC34",997
"cell division cycle 42 (GTP binding protein, 25kDa)","CDC42",998
"cadherin 1, type 1, E-cadherin (epithelial)","CDH1",999
"cadherin 2, type 1, N-cadherin (neuronal)","CDH2",1000
"cadherin 3, type 1, P-cadherin (placental)","CDH3",1001
"cadherin 4, type 1, R-cadherin (retinal)","CDH4",1002
"cadherin 5, type 2 (vascular endothelium)","CDH5",1003
"cadherin 6, type 2, K-cadherin (fetal kidney)","CDH6",1004
"cadherin 7, type 2","CDH7",1005
"cadherin 8, type 2","CDH8",1006
"cadherin 9, type 2 (T1-cadherin)","CDH9",1007
"cadherin 10, type 2 (T2-cadherin)","CDH10",1008
"cadherin 11, type 2, OB-cadherin (osteoblast)","CDH11",1009
"cadherin 12, type 2 (N-cadherin 2)","CDH12",1010
"cadherin 13, H-cadherin (heart)","CDH13",1012
"cadherin 15, type 1, M-cadherin (myotubule)","CDH15",1013
"cadherin 16, KSP-cadherin","CDH16",1014
"cadherin 17, LI cadherin (liver-intestine)","CDH17",1015
"cadherin 18, type 2","CDH18",1016
"cyclin-dependent kinase 2","CDK2",1017
"cyclin-dependent kinase 3","CDK3",1018
"cyclin-dependent kinase 4","CDK4",1019
"cyclin-dependent kinase 5","CDK5",1020
"cyclin-dependent kinase 6","CDK6",1021
"cyclin-dependent kinase 7","CDK7",1022
"cyclin-dependent kinase 8","CDK8",1024
"cyclin-dependent kinase 9","CDK9",1025
"cyclin-dependent kinase inhibitor 1A (p21, Cip1)","CDKN1A",1026
"cyclin-dependent kinase inhibitor 1B (p27, Kip1)","CDKN1B",1027
"cyclin-dependent kinase inhibitor 1C (p57, Kip2)","CDKN1C",1028
"cyclin-dependent kinase inhibitor 2A","CDKN2A",1029
"cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4)","CDKN2B",1030
"cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4)","CDKN2C",1031
"cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4)","CDKN2D",1032
"cyclin-dependent kinase inhibitor 3","CDKN3",1033
"cysteine dioxygenase, type I","CDO1",1036
"cerebellar degeneration-related protein 1, 34kDa","CDR1",1038
"cerebellar degeneration-related protein 2, 62kDa","CDR2",1039
"CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1","CDS1",1040
"corneodesmosin","CDSN",1041
"CD52 molecule","CD52",1043
"caudal type homeobox 1","CDX1",1044
"caudal type homeobox 2","CDX2",1045
"caudal type homeobox 4","CDX4",1046
"calmegin","CLGN",1047
"carcinoembryonic antigen-related cell adhesion molecule 5","CEACAM5",1048
"CCAAT/enhancer binding protein (C/EBP), alpha","CEBPA",1050
"CCAAT/enhancer binding protein (C/EBP), beta","CEBPB",1051
"CCAAT/enhancer binding protein (C/EBP), delta","CEBPD",1052
"CCAAT/enhancer binding protein (C/EBP), epsilon","CEBPE",1053
"CCAAT/enhancer binding protein (C/EBP), gamma","CEBPG",1054
"carboxyl ester lipase (bile salt-stimulated lipase)","CEL",1056
"centromere protein A","CENPA",1058
"centromere protein B, 80kDa","CENPB",1059
"centromere protein C 1","CENPC1",1060
"centromere protein E, 312kDa","CENPE",1062
"centromere protein F, 350/400kDa (mitosin)","CENPF",1063
"carboxylesterase 1","CES1",1066
"centrin, EF-hand protein, 1","CETN1",1068
"centrin, EF-hand protein, 2","CETN2",1069
"centrin, EF-hand protein, 3","CETN3",1070
"cholesteryl ester transfer protein, plasma","CETP",1071
"cofilin 1 (non-muscle)","CFL1",1072
"cofilin 2 (muscle)","CFL2",1073
"cathepsin C","CTSC",1075
"cystic fibrosis transmembrane conductance regulator (ATP-binding cassette sub-family C, member 7)","CFTR",1080
"glycoprotein hormones, alpha polypeptide","CGA",1081
"carcinoembryonic antigen-related cell adhesion molecule 3","CEACAM3",1084
"carcinoembryonic antigen-related cell adhesion molecule 7","CEACAM7",1087
"carcinoembryonic antigen-related cell adhesion molecule 8","CEACAM8",1088
"carcinoembryonic antigen-related cell adhesion molecule 4","CEACAM4",1089
"chondroadherin","CHAD",1101
"regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2","RCBTB2",1102
"choline O-acetyltransferase","CHAT",1103
"regulator of chromosome condensation 1","RCC1",1104
"chromodomain helicase DNA binding protein 1","CHD1",1105
"chromodomain helicase DNA binding protein 2","CHD2",1106
"chromodomain helicase DNA binding protein 3","CHD3",1107
"chromodomain helicase DNA binding protein 4","CHD4",1108
"aldo-keto reductase family 1, member C4 (chlordecone reductase; 3-alpha hydroxysteroid dehydrogenase, type I; dihydrodiol dehydrogenase 4)","AKR1C4",1109
"checkpoint kinase 1","CHEK1",1111
"forkhead box N3","FOXN3",1112
"chromogranin A (parathyroid secretory protein 1)","CHGA",1113
"chromogranin B (secretogranin 1)","CHGB",1114
"chitinase 3-like 1 (cartilage glycoprotein-39)","CHI3L1",1116
"chitinase 3-like 2","CHI3L2",1117
"chitinase 1 (chitotriosidase)","CHIT1",1118
"choline kinase alpha","CHKA",1119
"choline kinase beta","CHKB",1120
"choroideremia (Rab escort protein 1)","CHM",1121
"choroideremia-like (Rab escort protein 2)","CHML",1122
"chimerin (chimaerin) 1","CHN1",1123
"chimerin (chimaerin) 2","CHN2",1124
"cholinergic receptor, muscarinic 1","CHRM1",1128
"cholinergic receptor, muscarinic 2","CHRM2",1129
"lysosomal trafficking regulator","LYST",1130
"cholinergic receptor, muscarinic 3","CHRM3",1131
"cholinergic receptor, muscarinic 4","CHRM4",1132
"cholinergic receptor, muscarinic 5","CHRM5",1133
"cholinergic receptor, nicotinic, alpha 1 (muscle)","CHRNA1",1134
"cholinergic receptor, nicotinic, alpha 2 (neuronal)","CHRNA2",1135
"cholinergic receptor, nicotinic, alpha 3 (neuronal)","CHRNA3",1136
"cholinergic receptor, nicotinic, alpha 4 (neuronal)","CHRNA4",1137
"cholinergic receptor, nicotinic, alpha 5 (neuronal)","CHRNA5",1138
"cholinergic receptor, nicotinic, alpha 7 (neuronal)","CHRNA7",1139
"cholinergic receptor, nicotinic, beta 1 (muscle)","CHRNB1",1140
"cholinergic receptor, nicotinic, beta 2 (neuronal)","CHRNB2",1141
"cholinergic receptor, nicotinic, beta 3 (neuronal)","CHRNB3",1142
"cholinergic receptor, nicotinic, beta 4 (neuronal)","CHRNB4",1143
"cholinergic receptor, nicotinic, delta (muscle)","CHRND",1144
"cholinergic receptor, nicotinic, epsilon (muscle)","CHRNE",1145
"cholinergic receptor, nicotinic, gamma (muscle)","CHRNG",1146
"conserved helix-loop-helix ubiquitous kinase","CHUK",1147
"cell death-inducing DFFA-like effector a","CIDEA",1149
"creatine kinase, brain","CKB",1152
"cold inducible RNA binding protein","CIRBP",1153
"cytokine inducible SH2-containing protein","CISH",1154
"tubulin folding cofactor B","TBCB",1155
"creatine kinase, muscle","CKM",1158
"creatine kinase, mitochondrial 1B","CKMT1B",1159
"creatine kinase, mitochondrial 2 (sarcomeric)","CKMT2",1160
"excision repair cross-complementing rodent repair deficiency, complementation group 8","ERCC8",1161
"CDC28 protein kinase regulatory subunit 1B","CKS1B",1163
"CDC28 protein kinase regulatory subunit 2","CKS2",1164
"adaptor-related protein complex 2, mu 1 subunit","AP2M1",1173
"adaptor-related protein complex 1, sigma 1 subunit","AP1S1",1174
"adaptor-related protein complex 2, sigma 1 subunit","AP2S1",1175
"adaptor-related protein complex 3, sigma 1 subunit","AP3S1",1176
"Charcot-Leyden crystal protein","CLC",1178
"chloride channel accessory 1","CLCA1",1179
"chloride channel, voltage-sensitive 1","CLCN1",1180
"chloride channel, voltage-sensitive 2","CLCN2",1181
"chloride channel, voltage-sensitive 3","CLCN3",1182
"chloride channel, voltage-sensitive 4","CLCN4",1183
"chloride channel, voltage-sensitive 5","CLCN5",1184
"chloride channel, voltage-sensitive 6","CLCN6",1185
"chloride channel, voltage-sensitive 7","CLCN7",1186
"chloride channel, voltage-sensitive Ka","CLCNKA",1187
"chloride channel, voltage-sensitive Kb","CLCNKB",1188
"clusterin","CLU",1191
"chloride intracellular channel 1","CLIC1",1192
"chloride intracellular channel 2","CLIC2",1193
"CDC-like kinase 1","CLK1",1195
"CDC-like kinase 2","CLK2",1196
"CDC-like kinase 2, pseudogene","CLK2P",1197
"CDC-like kinase 3","CLK3",1198
"tripeptidyl peptidase I","TPP1",1200
"ceroid-lipofuscinosis, neuronal 3","CLN3",1201
"ceroid-lipofuscinosis, neuronal 5","CLN5",1203
"chloride channel, nucleotide-sensitive, 1A","CLNS1A",1207
"colipase, pancreatic","CLPS",1208
"cleft lip and palate associated transmembrane protein 1","CLPTM1",1209
"clathrin, light chain A","CLTA",1211
"clathrin, light chain B","CLTB",1212
"clathrin, heavy chain (Hc)","CLTC",1213
"chymase 1, mast cell","CMA1",1215
"chemokine (C-C motif) receptor 1","CCR1",1230
"chemokine (C-C motif) receptor 3","CCR3",1232
"chemokine (C-C motif) receptor 4","CCR4",1233
"chemokine (C-C motif) receptor 5 (gene/pseudogene)","CCR5",1234
"chemokine (C-C motif) receptor 6","CCR6",1235
"chemokine (C-C motif) receptor 7","CCR7",1236
"chemokine (C-C motif) receptor 8","CCR8",1237
"chemokine binding protein 2","CCBP2",1238
"chemokine-like receptor 1","CMKLR1",1240
"leukotriene B4 receptor","LTB4R",1241
"ATP-binding cassette, sub-family C (CFTR/MRP), member 2","ABCC2",1244
"cyclic nucleotide gated channel beta 1","CNGB1",1258
"cyclic nucleotide gated channel alpha 1","CNGA1",1259
"cyclic nucleotide gated channel alpha 2","CNGA2",1260
"cyclic nucleotide gated channel alpha 3","CNGA3",1261
"cyclic nucleotide gated channel alpha 4","CNGA4",1262
"polo-like kinase 3","PLK3",1263
"calponin 1, basic, smooth muscle","CNN1",1264
"calponin 2","CNN2",1265
"calponin 3, acidic","CNN3",1266
"2',3'-cyclic nucleotide 3' phosphodiesterase","CNP",1267
"cannabinoid receptor 1 (brain)","CNR1",1268
"cannabinoid receptor 2 (macrophage)","CNR2",1269
"ciliary neurotrophic factor","CNTF",1270
"ciliary neurotrophic factor receptor","CNTFR",1271
"contactin 1","CNTN1",1272
"collagen, type I, alpha 1","COL1A1",1277
"collagen, type I, alpha 2","COL1A2",1278
"collagen, type II, alpha 1","COL2A1",1280
"collagen, type III, alpha 1","COL3A1",1281
"collagen, type IV, alpha 1","COL4A1",1282
"collagen, type IV, alpha 2","COL4A2",1284
"collagen, type IV, alpha 3 (Goodpasture antigen)","COL4A3",1285
"collagen, type IV, alpha 4","COL4A4",1286
"collagen, type IV, alpha 5","COL4A5",1287
"collagen, type IV, alpha 6","COL4A6",1288
"collagen, type V, alpha 1","COL5A1",1289
"collagen, type V, alpha 2","COL5A2",1290
"collagen, type VI, alpha 1","COL6A1",1291
"collagen, type VI, alpha 2","COL6A2",1292
"collagen, type VI, alpha 3","COL6A3",1293
"collagen, type VII, alpha 1","COL7A1",1294
"collagen, type VIII, alpha 1","COL8A1",1295
"collagen, type VIII, alpha 2","COL8A2",1296
"collagen, type IX, alpha 1","COL9A1",1297
"collagen, type IX, alpha 2","COL9A2",1298
